pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
47,Saskatchewan,2022-10-21,2630158,2022-10-08,985226,920507,516000,208425,0
46,Manitoba,2022-10-21,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-21,35213532,2022-10-20,12449525,11982544,7594689,2698706,1
24,Quebec,2022-10-21,21604931,2022-10-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-21,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-21,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-21,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-21,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-21,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-21,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-21,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-21,91383317,2022-10-21,32512570,31165576,19363155,7221895,1
59,British Columbia,2022-10-22,12986557,2022-10-15,4561336,4406948,2886785,1091493,0
48,Alberta,2022-10-22,9396964,2022-10-17,3633604,3430550,1756821,575989,0
47,Saskatchewan,2022-10-22,2630158,2022-10-08,985226,920507,516000,208425,0
46,Manitoba,2022-10-22,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-22,35244061,2022-10-21,12450100,11983322,7596780,2714552,1
24,Quebec,2022-10-22,21604931,2022-10-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-22,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-22,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-22,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-22,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-22,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-22,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-22,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-22,91413846,2022-10-22,32513145,31166354,19365246,7237741,1
59,British Columbia,2022-10-23,12986557,2022-10-15,4561336,4406948,2886785,1091493,0
48,Alberta,2022-10-23,9396964,2022-10-17,3633604,3430550,1756821,575989,0
47,Saskatchewan,2022-10-23,2630158,2022-10-08,985226,920507,516000,208425,0
46,Manitoba,2022-10-23,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-23,35258147,2022-10-22,12450335,11983587,7597729,2722042,1
24,Quebec,2022-10-23,21604931,2022-10-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-23,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-23,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-23,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-23,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-23,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-23,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-23,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-23,91427932,2022-10-23,32513380,31166619,19366195,7245231,1
59,British Columbia,2022-10-24,12986557,2022-10-15,4561336,4406948,2886785,1091493,0
48,Alberta,2022-10-24,9396964,2022-10-17,3633604,3430550,1756821,575989,0
47,Saskatchewan,2022-10-24,2630158,2022-10-08,985226,920507,516000,208425,0
46,Manitoba,2022-10-24,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-24,35299368,2022-10-23,12450810,11984076,7599512,2739507,1
24,Quebec,2022-10-24,21604931,2022-10-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-24,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-24,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-24,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-24,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-24,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-24,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-24,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-24,91469153,2022-10-24,32513855,31167108,19367978,7262696,1
59,British Columbia,2022-10-25,12986557,2022-10-15,4561336,4406948,2886785,1091493,0
48,Alberta,2022-10-25,9396964,2022-10-17,3633604,3430550,1756821,575989,0
47,Saskatchewan,2022-10-25,2630158,2022-10-08,985226,920507,516000,208425,0
46,Manitoba,2022-10-25,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-25,35350826,2022-10-24,12451429,11984728,7601605,2761343,1
24,Quebec,2022-10-25,21604931,2022-10-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-25,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-25,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-25,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-25,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-25,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-25,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-25,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-25,91520611,2022-10-25,32514474,31167760,19370071,7284532,1
59,British Columbia,2022-10-26,12986557,2022-10-15,4561336,4406948,2886785,1091493,0
48,Alberta,2022-10-26,9454899,2022-10-24,3634765,3432396,1762393,625345,1
47,Saskatchewan,2022-10-26,2630158,2022-10-08,985226,920507,516000,208425,0
46,Manitoba,2022-10-26,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-26,35400783,2022-10-25,12452038,11985493,7603723,2782380,1
24,Quebec,2022-10-26,21758692,2022-10-25,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-10-26,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-26,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-26,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-26,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-26,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-26,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-26,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-26,91782264,2022-10-26,32516244,31170371,19377761,7354925,1
59,British Columbia,2022-10-27,13162012,2022-10-22,4562959,4410559,2896885,1198789,1
48,Alberta,2022-10-27,9454899,2022-10-24,3634765,3432396,1762393,625345,0
47,Saskatchewan,2022-10-27,2683407,2022-10-22,986395,921695,519375,255942,1
46,Manitoba,2022-10-27,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-27,35450335,2022-10-26,12452628,11986162,7605779,2803264,1
24,Quebec,2022-10-27,21758692,2022-10-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-27,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-27,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-27,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-27,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-27,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-27,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-27,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-27,92060520,2022-10-27,32519626,31175839,19393292,7530622,1
59,British Columbia,2022-10-28,13162012,2022-10-22,4562959,4410559,2896885,1198789,0
48,Alberta,2022-10-28,9454899,2022-10-24,3634765,3432396,1762393,625345,0
47,Saskatchewan,2022-10-28,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-10-28,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-28,35500767,2022-10-27,12453365,11986936,7607951,2825429,1
24,Quebec,2022-10-28,21758692,2022-10-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-28,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-28,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-28,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-28,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-28,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-28,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-28,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-28,92110952,2022-10-28,32520363,31176613,19395464,7552787,1
59,British Columbia,2022-10-29,13162012,2022-10-22,4562959,4410559,2896885,1198789,0
48,Alberta,2022-10-29,9454899,2022-10-24,3634765,3432396,1762393,625345,0
47,Saskatchewan,2022-10-29,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-10-29,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-29,35529095,2022-10-28,12454031,11987862,7609932,2839614,1
24,Quebec,2022-10-29,21758692,2022-10-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-29,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-29,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-29,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-29,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-29,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-29,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-29,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-29,92139280,2022-10-29,32521029,31177539,19397445,7566972,1
59,British Columbia,2022-10-30,13162012,2022-10-22,4562959,4410559,2896885,1198789,0
48,Alberta,2022-10-30,9454899,2022-10-24,3634765,3432396,1762393,625345,0
47,Saskatchewan,2022-10-30,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-10-30,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-30,35541496,2022-10-29,12454232,11988090,7610694,2846201,1
24,Quebec,2022-10-30,21758692,2022-10-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-30,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-30,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-30,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-30,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-30,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-30,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-30,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-30,92151681,2022-10-30,32521230,31177767,19398207,7573559,1
59,British Columbia,2022-10-31,13162012,2022-10-22,4562959,4410559,2896885,1198789,0
48,Alberta,2022-10-31,9454899,2022-10-24,3634765,3432396,1762393,625345,0
47,Saskatchewan,2022-10-31,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-10-31,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-10-31,35574459,2022-10-30,12454571,11988279,7611890,2860340,1
24,Quebec,2022-10-31,21758692,2022-10-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-10-31,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-10-31,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-10-31,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-10-31,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-10-31,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-10-31,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-10-31,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-10-31,92184644,2022-10-31,32521569,31177956,19399403,7587698,1
59,British Columbia,2022-11-01,13162012,2022-10-22,4562959,4410559,2896885,1198789,0
48,Alberta,2022-11-01,9454899,2022-10-24,3634765,3432396,1762393,625345,0
47,Saskatchewan,2022-11-01,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-11-01,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-01,35618598,2022-10-31,12455148,11988885,7613761,2878789,1
24,Quebec,2022-11-01,21758692,2022-10-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-01,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-01,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-01,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-01,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-01,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-11-01,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-01,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-01,92228783,2022-11-01,32522146,31178562,19401274,7606147,1
59,British Columbia,2022-11-02,13162012,2022-10-22,4562959,4410559,2896885,1198789,0
48,Alberta,2022-11-02,9547824,2022-10-31,3635816,3433915,1769999,708094,1
47,Saskatchewan,2022-11-02,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-11-02,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-02,35662621,2022-11-01,12455687,11989482,7615600,2897397,1
24,Quebec,2022-11-02,21897070,2022-10-31,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-11-02,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-02,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-02,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-02,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-02,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-11-02,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-02,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-02,92504109,2022-11-02,32523736,31180678,19410719,7707504,1
59,British Columbia,2022-11-03,13338227,2022-10-29,4565333,4414097,2907268,1295084,1
48,Alberta,2022-11-03,9547824,2022-10-31,3635816,3433915,1769999,708094,0
47,Saskatchewan,2022-11-03,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-11-03,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-03,35707084,2022-11-02,12456331,11990008,7617547,2916620,1
24,Quebec,2022-11-03,21897070,2022-10-31,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-03,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-03,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-03,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-03,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-03,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-11-03,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-03,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-03,92724787,2022-11-03,32526754,31184742,19423049,7823022,1
59,British Columbia,2022-11-04,13338227,2022-10-29,4565333,4414097,2907268,1295084,0
48,Alberta,2022-11-04,9547824,2022-10-31,3635816,3433915,1769999,708094,0
47,Saskatchewan,2022-11-04,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-11-04,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-04,35752004,2022-11-03,12456980,11990756,7619857,2936865,1
24,Quebec,2022-11-04,21897070,2022-10-31,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-04,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-04,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-04,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-04,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-04,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-11-04,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-04,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-04,92769707,2022-11-04,32527403,31185490,19425359,7843267,1
59,British Columbia,2022-11-05,13338227,2022-10-29,4565333,4414097,2907268,1295084,0
48,Alberta,2022-11-05,9547824,2022-10-31,3635816,3433915,1769999,708094,0
47,Saskatchewan,2022-11-05,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-11-05,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-05,35777952,2022-11-04,12457538,11991519,7621940,2950231,1
24,Quebec,2022-11-05,21897070,2022-10-31,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-05,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-05,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-05,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-05,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-05,102131,2022-10-09,37805,36791,21052,6483,0
61,Northwest Territories,2022-11-05,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-05,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-05,92795655,2022-11-05,32527961,31186253,19427442,7856633,1
59,British Columbia,2022-11-06,13338227,2022-10-29,4565333,4414097,2907268,1295084,0
48,Alberta,2022-11-06,9547824,2022-10-31,3635816,3433915,1769999,708094,0
47,Saskatchewan,2022-11-06,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-11-06,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-06,35788638,2022-11-05,12457782,11991749,7622803,2955963,1
24,Quebec,2022-11-06,21897070,2022-10-31,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-06,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-06,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-06,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-06,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-06,104329,2022-11-06,37823,36844,21174,7902,1
61,Northwest Territories,2022-11-06,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-06,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-06,92808539,2022-11-06,32528223,31186536,19428427,7863784,1
59,British Columbia,2022-11-07,13338227,2022-10-29,4565333,4414097,2907268,1295084,0
48,Alberta,2022-11-07,9547824,2022-10-31,3635816,3433915,1769999,708094,0
47,Saskatchewan,2022-11-07,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-11-07,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-07,35821978,2022-11-06,12458270,11992141,7624371,2970610,1
24,Quebec,2022-11-07,21897070,2022-10-31,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-07,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-07,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-07,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-07,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-07,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-07,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-07,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-07,92841879,2022-11-07,32528711,31186928,19429995,7878431,1
59,British Columbia,2022-11-08,13338227,2022-10-29,4565333,4414097,2907268,1295084,0
48,Alberta,2022-11-08,9547824,2022-10-31,3635816,3433915,1769999,708094,0
47,Saskatchewan,2022-11-08,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-11-08,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-08,35862374,2022-11-07,12458874,11992698,7626313,2988131,1
24,Quebec,2022-11-08,21897070,2022-10-31,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-08,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-08,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-08,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-08,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-08,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-08,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-08,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-08,92882275,2022-11-08,32529315,31187485,19431937,7895952,1
59,British Columbia,2022-11-09,13338227,2022-10-29,4565333,4414097,2907268,1295084,0
48,Alberta,2022-11-09,9600748,2022-11-07,3636901,3435276,1775413,753158,1
47,Saskatchewan,2022-11-09,2683407,2022-10-22,986395,921695,519375,255942,0
46,Manitoba,2022-11-09,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-09,35901383,2022-11-08,12459502,11993245,7628189,3005912,1
24,Quebec,2022-11-09,22019444,2022-11-07,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-11-09,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-09,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-09,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-09,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-09,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-09,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-09,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-09,93096582,2022-11-09,32531028,31189393,19439227,7958797,1
59,British Columbia,2022-11-10,13498251,2022-11-05,4567784,4417043,2917489,1384351,1
48,Alberta,2022-11-10,9600748,2022-11-07,3636901,3435276,1775413,753158,0
47,Saskatchewan,2022-11-10,2729014,2022-11-05,987721,922862,522559,295872,1
46,Manitoba,2022-11-10,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-10,35944537,2022-11-09,12460140,11993873,7630351,3025406,1
24,Quebec,2022-11-10,22019444,2022-11-07,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-10,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-10,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-10,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-10,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-10,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-10,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-10,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-10,93345367,2022-11-10,32535443,31194134,19454794,8107488,1
59,British Columbia,2022-11-11,13498251,2022-11-05,4567784,4417043,2917489,1384351,0
48,Alberta,2022-11-11,9600748,2022-11-07,3636901,3435276,1775413,753158,0
47,Saskatchewan,2022-11-11,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-11,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-11,35981255,2022-11-10,12460778,11994469,7632482,3043974,1
24,Quebec,2022-11-11,22019444,2022-11-07,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-11,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-11,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-11,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-11,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-11,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-11,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-11,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-11,93382085,2022-11-11,32536081,31194730,19456925,8126056,1
59,British Columbia,2022-11-12,13498251,2022-11-05,4567784,4417043,2917489,1384351,0
48,Alberta,2022-11-12,9600748,2022-11-07,3636901,3435276,1775413,753158,0
47,Saskatchewan,2022-11-12,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-12,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-12,36005452,2022-11-11,12461340,11995234,7634728,3057218,1
24,Quebec,2022-11-12,22019444,2022-11-07,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-12,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-12,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-12,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-12,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-12,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-12,105308,2022-10-09,41296,39839,20706,3467,0
62,Nunavut,2022-11-12,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-12,93406282,2022-11-12,32536643,31195495,19459171,8139300,1
59,British Columbia,2022-11-13,13498251,2022-11-05,4567784,4417043,2917489,1384351,0
48,Alberta,2022-11-13,9600748,2022-11-07,3636901,3435276,1775413,753158,0
47,Saskatchewan,2022-11-13,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-13,3060952,2022-10-09,1156018,1105883,627787,170826,0
35,Ontario,2022-11-13,36016384,2022-11-12,12461573,11995435,7635734,3063600,1
24,Quebec,2022-11-13,22019444,2022-11-07,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-13,1925394,2022-10-09,704306,664542,404072,148077,0
12,Nova Scotia,2022-11-13,2499448,2022-10-09,908614,861406,543711,168291,0
11,Prince Edward Island,2022-11-13,414959,2022-10-09,151904,145289,85899,31867,0
10,Newfoundland and Labrador,2022-11-13,1360950,2022-10-09,495589,481533,303891,78155,0
60,Yukon,2022-11-13,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-13,105308,2022-10-09,41296,39839,20706,3467,0
